id,name,description,city,state
11,A-K ASSOC,12/30/05,SACRAMENTO,CA
22,AAI CORPORATION,,HUNT VALLEY,MD
33,AB MANAGEMENT ASSOCIATES,12/31/2006,BURKE,VA
44,AMERICAN BANKERS ASSOCIATION SECURITIES ASSOCIATION (ABASA),,WASHINGTON,DC
55,"ABB, INC.",,Cary,NC
66,ABBOTT LABORATORIES,,WASHINGTON,DC
77,ABC,,WASHINGTON,DC
88,ABLONDI FOSTER SOBIN & DAVIDOW,,WASHINGTON,DC
90,ABR INFORMATION SERVICES,,,DC
102,ABS GROUP OF COMPANIES,,HOUSTON,TX
113,ACADEMY FOR RADIOLOGY & BIOMEDICAL IMAGING RESEARCH,non-profit organization,Washington,DC
124,ACG INTERCONTINENTAL,,ARLINGTON,VA
135,ACIL,,WASHINGTON,DC
146,ACKERSON GROUP,,,DC
157,"ADAMS AND REESE, LLP",Law Firm,WASHINGTON,DC
168,"ADCOCK, MICHAEL W",,ANNANDALE,VA
170,ADDUCCI DORF LEHNER MITCHELL & BLANKENSHIP,,CHICAGO,IL
181,"ADDUCI, MASTRIANI & SCHAUMBERG, L.L.P.",Law firm,Washington,DC
192,ADROIT CONSULTANTS,,,DC
215,ADVANCED PARADIGM CONSULTING,,WASHINGTON,DC
226,ADVANCED STRATEGIES,Public Affairs Strategy and Lobbying,Boston,MA
237,ADVANTA CORPORATION,,WILMINGTON,DE
248,ADVANTAGE ASSOCIATES INTERNATIONAL,Defence finding,Stevensville,MD
250,ASSOCIATION FOR POSTAL COMMERCE,Trade Association,Alexandria,VA
261,THE ADVOCACY GROUP,Lobbying,Washington,DC
272,ADVOCATES FOR HIGHWAY AND AUTO SAFETY,,WASHINGTON,DC
283,"THE AEGIS GROUP, LTD.",government relations,Washington,DC
294,PROVIDIAN FINANCIAL CORP,,WASHINGTON,DC
306,AEQUUS CORP,,OLYMPIA,WA
317,"AEROJET ROCKETDYNE, INC",AEROSPACE AND DEFENSE MANUFACTURING AND SERVICES,MELBOURNE,FL
328,"AEROSPACE INDUSTRIES ASSOCIATION OF AMERICA, INC.",,ARLINGTON,VA
330,"AIRBUS AMERICAS, INC","Corporation focused on designing & manufacturing aerospace products, services, & solutions",Herndon,VA
341,AESOP ENTERPRISES,,WASHINGTON,DC
352,AETNA INC.,,HARTFORD,CT
363,AFL-CIO,,Washington,DC
374,AFL-CIO MARITIME COMM,,"CAMP SPRINGS,",MD
385,AFLAC INCORPORATED,,COLUMBUS,GA
396,AFRICA RESOURCES TRUST,,WASHINGTON,DC
408,AFTON ASSOC,,WASHINGTON,DC
410,AGAMERICA DISTRICT FARM CREDIT COUNCIL,,SACRAMENTO,CA
421,AGFIRST FARM CREDIT BANK,,COLUMBIA,SC
443,"AGRIBANK, FCB",,ST. PAUL,MN
454,AGRICULTURAL RETAILERS ASSOCIATION,,WASHINGTON,DC
465,AGWAY,,SYRACUSE,NY
476,"AHMANSON & CO, HF",,IRWINDALE,CA
498,"AHO, DAVID",,LAKE BLUFF,IL
501,AIDS ACTION COUNCIL,,Washington,DC
512,AIDS HOUSING CORP,,,DC
523,EDO CORPORATION,,NEW YORK,NY
534,MS. VIRGINIA AINSLIE,Advocacy,Arlington,VA
545,AQUA ALLIANCE INC,,WAKEFIELD,MA
556,"AIR-CONDITIONING, HEATING, AND REFRIGERATION INSTITUTE","Energy, Environment",Arlington,VA
567,AIR CONDITIONING CONTRACTORS OF AMERICA,,Alexandria,VA
578,AIR FORCE SERGEANTS ASSOCIATION,"Military, Veterans Affairs",SUITLAND,MD
580,AIR LINE PILOTS ASSOCIATION,,McLean,VA
591,AIR LIQUIDE AMERICA CORP,,QUANTICO,VA
603,"AIR PRODUCTS AND CHEMICALS, INC.",Industrial Gas and Chemicals Manufacturer,Allentown,PA
614,"AIR TRANSPORT ASSOCIATION OF AMERICA, INC. (D/B/A AIRLINES FOR AMERICA)",Trade association representing the larger U.S. passenger and cargo airlines,WASHINGTON,DC
625,AIRCRAFT OWNERS & PILOTS ASSOCIATION,,Frederick,MD
636,AIRPORT MINORITY ADVISORY COUNCIL,,ALEXANDIRA,VA
647,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,Airport trade association,WASHINGTON,DC
658,"AIRTOUCH COMMUNICATIONS, INC",,WASHINGTON,DC
660,AITKEN BERLIN & VROOMAN,,WASHINGTON,DC
671,AKER PARTNERS,,WASHINGTON,DC
682,AKIN GUMP STRAUSS HAUER & FELD,Law firm,WASHINGTON,DC
693,ALABAMA FARMERS FEDERATION,Agricultural Membership Organization,Montgomery,AL
716,ALABAMA POWER CO,,BIRMINGHAM,AL
727,ALADAN CORP,,DOTHAN,AL
738,GUTTMACHER INSTITUTE,,WASHINGTON,DC
740,ALASKA CONSERVATION FOUNDATION,environmental,ANCHORAGE,AK
751,ALASKA ESKIMO WHALING COMMISSION,,BARROW,AK
762,ALASKA WILDERNESS LEAGUE,,Washington,DC
773,ALBANIAN AMERICAN CIVIC LEAGUE,,OSSINING,NY
784,ALBERS & CO,,ARLINGTON,VA
795,"ALBERTINE ENTERPRISES, INC.",Lobbyist,WASHINGTON,DC
807,"ALBISA, CATHERINE",,,DC
818,ALCALDE & FAY,Government Relations and Lobbying,ARLINGTON,VA
831,"ALE & ASSOC, JOHN R.",,WASHINGTON,DC
842,(DO NOT USE) ALEXANDER & CLEAVER,,,MD
853,ALEXANDRIA ENERGY ASSOC,,SANTA ROSA,CA
864,ALFORD & ASSOCIATES,Congressional/government relations,Fairfax,VA
875,"ALLEGHENY HEALTH, EDUCATION & RESEARCH FOUNDATION",,PITTSBURGH,PA
886,"ALLEGHENY ENERGY, INC.",,WASHINGTON,DC
897,"ATI, INC. (F/K/A ALLEGHENY TECHNOLOGIES INCORPORATED)",Global manufacturer of technically advanced specialty metals.,ARLINGTON,VA
900,ALLEN & HAROLD,,MANASSAS,VA
911,ALLEN CONSULTING GROUP,,RICHMOND,VA
922,"ALLEN, VIRGIL R.",,,DC
933,"ALLERGAN, INC.","DEVELOP, MANUFACTURE, MARKET AND SELL SPECIALTY PHARMACEUTICALS",IRVINE,CA
944,ALLIANCE FOR AMERICAN INNOVATION,,WASHINGTON,DC
955,ALLIANCE FOR COMMUNITY MEDIA,,WASHINGTON,DC
966,ALLIANCE FOR COMPETITIVE COMMUNICATIONS,,,DC
977,ALLIANCE FOR INTERNATIONAL EXCHANGE,,WASHINGTON,DC
988,ALLIANCE FOR JUSTICE,Nonprofit Organization,WASHINGTON,DC
990,ALLIANCE FOR RADON REDUCTION,,,DC
1001,ALLIANCE FOR RAIL COMPETITION,12/31/04,WASHINGTON,DC
1012,ALLIANCE OF AMERICAN INSURERS,,WASHINGTON,DC
1023,ALLIANCE OF MARINE MAMMAL PARKS & AQUARIUMS,,ALEXANDRIA,VA
1034,ALLIANCE OF NONPROFIT MAILERS,"Represents nonprofits before the USPS, the Postal Regulatory Commission and Congress",WASHINGTON,DC
1045,ALLIANCE OF WESTERN MILK PRODUCERS,,SACRAMENTO,CA
1056,ALLIANCE TO SAVE ENERGY,"Promotes energy efficiecny worldwide through research, education, & advocacy.",WASHINGTON,DC
1067,"ORBITAL ATK, INC.",defense and aerospace manufacturing,Dulles,VA
1078,"SUNTORY GLOBAL SPIRITS, INC. (FORMERLY BEAM SUNTORY INC.)",,WASHINGTON,DC
1080,ALLIED DEFENSE GROUP,,VIENNA,VA
1091,ALLIED SIGNAL,,WASHINGTON,DC
1103,"ED ALLISON, INC.",,RENO,NV
1114,ALLSTATE INSURANCE COMPANY,,Washington,DC
1125,ALLSTATES DESIGN & DEVELOPMENT CO,,TREVOSE,PA
1136,"ALLTEL CORPORATION SERVICES, INC.",,WASHINGTON,DC
1147,ALLWASTE,,WASHINGTON,DC
1158,ALPHA GROUP,,,DC
1160,ALPHA STRATEGIES,"Strategic Planning, business devlopment and federal lobbying.",NORTH ANDOVER,MA
1171,"ALPINE GROUP PARTNERS, LLC.",Public relations consulting firm,Washington,DC
1182,ALSTON & BIRD LLP,Law Firm,WASHINGTON,DC
1193,ALTHEIMER & GRAY,,CHICAGO,IL
1205,"ALTMAN, LAW OFFICES OF ROBERT A",,,DC
1216,"THE ALUMINUM ASSOCIATION, INC.",Trade Association,ARLINGTON,VA
1238,"HOWMET AEROSPACE, INC. FORMALLY KNOWN AS ARCONIC, INC.","Alcoa, Inc was separated on 11/1/2016 and this account now belongs to Arconic, Inc.",Pittsburgh,PA
1240,ALVARADO & BENNETT,Government Relations Consultant,ALEXANDRIA,VA
1251,ALYESKA PIPELINE SERVICE COMPANY,,WASHINGTON,DC
1262,ALZHEIMER'S ASSOCIATION,,Washington,DC
1273,AMALGAMATED TRANSIT UNION,,Washington,DC
1284,AMDAHL CORP,,WASHINGTON,DC
1295,WARNERMEDIA GROUP (FORMERLY KNOWN AS TIME WARNER),,WASHINGTON,DC
1307,AMERICA OUTDOORS,,KNOXVILLE,TN
1318,AMERICAN ACADEMY OF ACTUARIES,,WASHINGTON,DC
1320,AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,,WASHINGTON,DC
1331,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,,Washington,DC
1342,AMERICAN ACADEMY OF FAMILY PHYSICIANS,,LEAWOOD,KS
1364,AMERICAN ACADEMY OF OPHTHALMOLOGY,,WASHINGTON,DC
1375,AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,Provider of musculoskeletal education to orthopaedic surgeon and other in the world,Rosemont,IL
1386,AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY,,ALEXANDRIA,VA
1397,AMERICAN ACADEMY OF PEDIATRICS,,Itasca,IL
1400,AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,,Alexandria,VA
1411,AMERICAN ADVERTISING FEDERATION,,WASHINGTON,DC
1422,"AMERICAN AIRLINES, INC.",,WASHINGTON,DC
1433,AMERICAN APPAREL & FOOTWEAR ASSOCIATION,Trade Association,Washington,DC
1444,AMERICAN ARTS ALLIANCE,,,DC
1466,ASSOCIATION FOR DIAGNOSTICS & LABORATORY MEDICINE (FORMERLY AACC),,WASHINGTON,DC
1477,AMERICAN ASSN FOR HOLISTIC HEALTH,,GEORGETOWN,CO
1488,AMERICAN ASSOCIATION FOR MARRIAGE AND FAMILY THERAPY,,ALEXANDRIA,VA
1490,AMERICAN ASSOCIATION FOR RESPIRATORY CARE,,IRVING,TX
1502,AMERICAN ASSOCIATION OF ADVERTISING AGENCIES,,GAITHERSBURG,MD
1513,AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES,,ALEXANDRIA,VA
1524,"AMERICAN ASSOCIATION OF BLOOD BANKS, DBA ASSOCIATION FOR THE ADVANCEMENT OF BLOOD & BIOTHERAPIES",,BETHESDA,MD
1535,AMERICAN ASSOCIATION OF COLLEGES FOR TEACHER EDUCATION,Education organization,WASHINGTON,DC
1546,AMERICAN ASSOCIATION OF COLLEGES OF OSTEOPATHIC MEDICINE,,Bethesda,MD
1557,AMERICAN ASSOCIATION OF COMMUNITY COLLEGES,,Washington,DC
1568,AMERICAN DENTAL EDUCATION ASSOCIATION,,Washington,DC
1570,AMERICAN ASSN OF ENGINEERING SOCIETIES,,WASHINGTON,DC
1581,"AMERICA'S HEALTH INSURANCE PLANS, INC. (AHIP)",,WASHINGTON,DC
1592,AMERICAN ASSN OF HOLISTIC HEALTH,,,DC
1604,LEADINGAGE (FKA AMER. ASSOC. OF HOMES AND SERVICES FOR THE AGING),Represent non-profit providers of aging services,WASHINGTON,DC
1615,AMERICAN ASSOCIATION OF LAW LIBRARIES,Professional association interested in information policy.,Chicago,IL
1626,AMERICAN ASSOCIATION OF MEAT PROCESSORS,Meat industry trade organization representing very small and small meat businesses,ELIZABETHTOWN,PA
1637,AMERICAN ASSOCIATION OF MUSEUMS,"Enhance the value of museums through leadership, advocacy and service.",Arlington,VA
1648,AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS,Medical Professional Association,Washington,DC
1650,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS,,Washington,DC
1661,AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,Represents and advocates for all facets of horticulture industry,WASHINGTON,DC
1672,AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS,,ROSEMONT,IL
1683,AMERICAN ASSOCIATION OF PORT AUTHORITIES,,Washington,DC
1694,AARP,,Washington,DC
1706,AMERICAN ASSOCIATION OF SCHOOL ADMINISTRATORS,Non-profit professional organization,Alexandira,VA
1728,ASSOCIATION OF UNIVERSITY CENTERS ON DISABLITIES,Non-profit organization focused on people with disabilities,Silver Spring,MD
1730,AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS,education professional association,WASHINGTON,DC
1741,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,,Washington,DC
1752,AMERICAN AUTOMOBILE ASSOCIATION,Membership organization,Washington,DC
1763,AMERICAN AUTOMOBILE MANUFACTURERS ASSN,,WASHINGTON,DC
1774,AMERICAN BAKERS ASSOCIATION,trade association,WASHINGTON,DC
1785,AMERICAN BANKERS ASSOCIATION,Trade association representing nation's banking industry.,Washington,DC
1796,ASSURANT GROUP,,WASHINGTON,DC
1808,AMERICAN BAR ASSOCIATION,,WASHINGTON,DC
1810,AMERICAN BIRD CONSERVANCY,,Washington,DC
1821,AMERICAN BOILER MANUFACTURERS ASSN,,ARLINGTON,VA
1832,AMERICAN BUREAU OF SHIPPING,maritime,HOUSTON,TX
1843,AMERICAN BUS ASSOCIATION,,WASHINGTON,DC
1854,AMERICAN BUSINESS CONFERENCE,,WASHINGTON,DC
1865,"AMERICAN CANCER SOCIETY, INC.",,WASHINGTON,DC
1876,AMERICAN CENTURY COMPANIES & SUBSIDIARIES,,KANSAS CITY,MO
1887,AMERICAN CHEMICAL SOCIETY (ACS),Professional scientific society representing chemists and chemical engineers.,WASHINGTON,DC
1898,AMERICAN CHIROPRACTIC ASSOCIATION,,Arlington,VA
1901,AMERICAN CIVIL LIBERTIES UNION,,WASHINGTON,DC
1912,AMERICAN CLASSIC VOYAGES,,NEW ORLEANS,LA
1923,AMERICAN CLINICAL LABORATORY ASSN,national trade association for clinical laboratories,WASHINGTON,DC
1934,"AMERICAN COALITION FOR FILIPINO VETERANS, INC.",Advocacy for Filipino American veterans and their dependents. Advise and assist members.,Arlington,VA
1945,AMERICAN COLLEGE OF CARDIOLOGY,,Washington,DC
1956,AMERICAN COLLEGE OF CHEST PHYSICIANS,,NORTHBROOK,IL
1967,AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,,Washington,DC
1978,AMERICAN COLLEGE OF GASTROENTEROLOGY,,North Bethesda,MD
1980,AMERICAN COLLEGE OF NURSE-MIDWIVES,Professional membership association,Washington,DC
1991,AMERICAN COLLEGE OF OBSTETRICIANS & GYNECOLOGISTS,,WASHINGTON,DC
2002,AMERICAN COLLEGE OF PHYSICIANS,,WASHINGTON,DC
2013,AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE,,NEW YORK,NY
2024,AMERICAN CONCRETE PAVEMENT ASSN,,WASHINGTON,DC
2035,AMERICAN CONGRESS ON SURVEYING & MAPPING,,GAITHERSBURG,MD
2046,THE AMERICAN COUNCIL OF ENGINEERING COMPANIES,,WASHINGTON,DC
2057,ACG ADVOCACY,Government Affairs.,Washington,DC
2068,AMERICAN CORRECTIONAL ASSOCIATION,,ALEXANDRIA,VA
2070,AMERICAN COTTON SHIPPERS ASSOCIATION,,Memphis,TN
2081,AMERICAN COUNCIL FOR AN ENERGY-EFFICIENT ECONOMY,Using energy efficiency to promote economic prosperity and environmental protection.,WASHINGTON,DC
2092,AMERICAN COUNCIL FOR CAPITAL FORMATION,,WASHINGTON,DC
2115,AMERICAN COUNCIL OF LIFE INSURERS,Life Insurance,Washington,DC
2126,AMERICAN COUNCILS FOR INTL EDUCATION:  ACTR/ACCELS,06/30/2006,WASHINGTON,DC
2148,AMERICAN COUNCIL ON EDUCATION,,Washington,DC
2150,COUNCIL FOR GLOBAL IMMIGRATION,,Alexandria,VA
2161,AMERICAN COUNSELING ASSOCIATION,non-profit membership organization,Alexandria,VA
2172,CROPLIFE AMERICA,Trade association representing the crop protection industry.,Arlington,VA
2183,AMERICAN CRYSTAL SUGAR COMPANY,,MOORHEAD,MN
2194,AMERICAN DEFENSE INTERNATIONAL,Lobbying and consulting firm.,Washington,DC
2206,AMERICAN DEFENSE PREPAREDNESS ASSN,,,DC
2217,NATIONAL DEFENSE INDUSTRIAL ASSN (NDIA),,ARLINGTON,VA
2228,AMERICAN DENTAL ASSOCIATION,,Washington,DC
2230,AMERICAN DIABETES ASSOCIATION,,Arlington,VA
2241,ACADEMY OF NUTRITION AND DIETETICS (FORMERLY AS AMERICAN DIETETIC ASSOCIATION),,WASHINGTON,DC
2252,"AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS",,WASHINGTON,DC
2263,AMERICAN ELECTRONICS ASSOCIATION,,WASHINGTON,DC
2274,AMERICAN EXPRESS COMPANY,,Washington,DC
2285,AMERICAN FARM BUREAU FED,,Washington,DC
2296,AMERICAN FARMLAND TRUST,Agriculture,WASHINGTON,DC
2308,AMERICAN FED OF HOME HEALTH AGENCIES,,SILVER SPRING,MD
2310,AMERICAN FEDERATION OF MUSICIANS,,New York,NY
2321,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",,WASHINGTON,DC
2332,AMERICAN FEDERATION OF TEACHERS,,WASHINGTON,DC
2343,AMERICAN FEED INDUSTRY ASSN,Feed/Pet Food Trade Association,ARLINGTON,VA
2354,AMERICAN FINANCIAL SERVICES ASSOCIATION,Trade Association for Financial Services Companies,Washington,DC
2365,AMERICAN FOREIGN SERVICE ASSOCIATION,,WASHINGTON,DC
2376,AMERICAN FOREST & PAPER ASSOCIATION,,WASHINGTON,DC
2398,AMFAR THE FOUNDATION FOR AIDS RESEARCH,Foundation for AIDS research.,Washington,DC
2401,AMERICAN FOUNDATION FOR THE BLIND,non-profit organization,Arlington,VA
2412,AMERICAN FROZEN FOOD INSTITUTE,Trade Association,Culpeper,VA
2423,AMERICAN HOME FURNISHINGS ALLIANCE,,Washington,DC
2434,AMERICAN GAMING ASSOCIATION,The AGA lobbys on behalf of the commercial casino entertainment industry.,Washington,DC
2445,AMERICAN GAS ASSOCIATION,,WASHINGTON,DC
2467,AMERICAN GENERAL CORP,,WASHINGTON,DC
2478,AMERICAN GEOLOGICAL INST,,ALEXANDRIA,VA
2480,AMERICAN GEOPHYSICAL UNION,,WASHINGTON,DC
2491,AMERICAN HEALTH CARE ASSOCIATION,,WASHINGTON,DC
2503,AMERICAN HEALTH INFORMATION MANAGEMENT ASSN,,Washington,DC
2514,AMERICAN HEALTH QUALITY ASSOCIATION,,McLean,VA
2525,AMERICAN HEART ASSOCIATION,,Washington,DC
2536,"AMERICAN HELLENIC INSTITUTE, FORMERLY KNOWN AS AMERICAN HELLENIC INSTITUTE P.A.C",,WASHINGTON,DC
2547,AMERICAN HIGHWAY USERS ALLIANCE,,WASHINGTON,DC
2558,WYETH,,WASHINGTON,DC
2560,AMERICAN HORSE COUNCIL,,McClean,VA
2571,AMERICAN HOSPITAL ASSOCIATION,,Washington,DC
2593,AMERICAN HUMANE ASSOCIATION,,Washington,DC
2605,AMERICAN IMMIGRATION LAWYERS ASSOCIATION,Association,Washington,DC
2616,AMERICAN INDUSTRIAL HYGIENE ASSOCIATION,,FALLS CHURCH,VA
2627,THE AMERICAN INSTITUTE OF AERONAUTICS AND ASTRONAUTICS,Technical Professional Membership Society.,Reston,VA
2638,THE AMERICAN INSTITUTE OF ARCHITECTS,,Washington,DC
2640,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,,WASHINGTON,DC
2651,AMERICAN INST OF CHEMICAL ENGINEERS,,NEW YORK,NY
2662,AMERICAN INSURANCE ASSN,Association,WASHINGTON,DC
2673,AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),national voluntary bar association focused on intellectual property,ARLINGTON,VA
2684,AMERICAN INTERNATIONAL AUTOMOBILE DEALERS ASSOCIATION,Lobbyist,ALEXANDRIA,VA
2695,"AMERICAN INTERNATIONAL GROUP, INC.","""Insurance""",Washington,DC
2707,AMERICAN IRON AND STEEL INSTITUTE,,WASHINGTON,DC
2718,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,Lobby focused on U.S. Middle East foreign policy,Washington,DC
2720,AMERICAN JEWISH COMMITTEE,,NEW YORK,NY
2731,AMERICAN LAND TITLE ASSOCIATION,,WASHINGTON,DC
2742,AMERICAN LANDS ACCESS ASSN. INC.,Lands Use Conservation,Tendoy,ID
2753,AMERICAN LEAGUE FOR EXPORTS AND SECURITY ASSISTANCE,,Vienna,VA
2764,AMERICAN LEAGUE OF FINANCIAL INSTITUTIONS,,WASHINGTON,DC
2775,THE AMERICAN LEGION,,Indianapolis,IN
2786,AMERICAN LIBRARY ASSOCIATION,,Washington,DC
2797,"AMERICAN LIFE LEAGUE, INC",Pro-Life Activities,Stafford,VA
2800,AMERICAN LOGISTICS ASSOCIATION,Tax Exempt non-profit 501 (c)6 Trade Association supporting military quality of life,Washington,DC
2811,AMERICAN LUNG ASSOCIATION,,WASHINGTON,DC
2822,"AMERICAN MALTING BARLEY ASSOCIATION, INC.",Trade association,Brookfield,WI
2833,AMERICAN MARITIME CONGRESS,Maritime Industry,WASHINGTON,DC
2844,AMERICAN MARITIME OFFICERS,,WASHINGTON,DC
2855,AMERICAN MARITIME OFFICERS SERVICE,,WASHINGTON,DC
2866,MEAT INSTITUTE (FKA NORTH AMERICAN MEAT INSTITUTE),,Arlington,VA
2877,AMERICAN MEDICAL ASSOCIATION,,WASHINGTON,DC
2888,AMERICAN MEDICAL GROUP ASSOCIATION,,Alexandria,VA
2890,AMERICAN MEDICAL SECURITY,,GREEN BAY,WI
2902,METHANOL INSTITUTE,,Alexandria,VA
2913,AMERICAN MOTORCYCLIST ASSOCIATION,Advocacy on behalf of motorcyclists,Pickerington,OH
2924,AMERICAN MOVING AND STORAGE ASSOCIATION,,ALEXANDRIA,VA
2935,AMERICAN MUSEUM OF NATURAL HISTORY,,NEW YORK,NY
2946,AMERICAN MUSLIM COUNCIL,,WASHINGTON,DC
2957,AMERICAN NETWORK OF COMMUNITY OPTIONS AND RESOURCES,Trade association for providers of community services for people with disabilities,Alexandria,VA
2968,AMERICAN NURSES ASSOCIATION,,Silver Spring,MD
2970,"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC. (AOTA)",Professional association for occupational therapy practitioners and students.,Bethesda,MD
2981,AMERICAN OPTOMETRIC ASSOCIATION,,ALEXANDRIA,VA
2992,AMERICAN ORGANIZATION FOR NURSING LEADERSHIP (FORMERLY AMERICAN ORGANIZATION OF NURSE EXECUTIVES,,WASHINGTON,DC
3003,AMERICAN ORTHOTIC & PROSTHETIC ASSOCIATION,Trade Association,ALEXANDRIA,VA
3014,AMERICAN OSTEOPATHIC ASSOCIATION,,WASHINGTON,DC
3025,AMERICAN OSTEOPATHIC HEALTHCARE ASSN,,CHEVY CHASE,MD
3036,AMERICAN PASSENGER RAIL COALITION,,McLean,VA
3047,AMERICAN PAYROLL ASSN,,WASHINGTON ,DC
3058,AMERICAN PEANUT SHELLERS ASSOCIATION,,ALBANY,GA
3060,AMERICAN PETROLEUM INSTITUTE,,Washington,DC
3071,AMERICAN PHARMACISTS ASSOCIATION,,WASHINGTON,DC
3082,AMERICAN PHYSICAL SOCIETY,,WASHINGTON,DC
3093,AMERICAN PHYSICAL THERAPY ASSOCIATION,We are the national membership organization for physical therapists,Alexandria,VA
3105,AMERICAN PLASTICS COUNCIL,,ARLINGTON,VA
3116,AMERICAN PODIATRIC MEDICAL ASSOCIATION,,Rockville,MD
3127,AMERICAN CEMENT ASSOCIATION (FORMERLY PORTLAND CEMENT ASSOCIATION),Manufacturing trade association.,Washington,DC
3138,"AMERICAN POSTAL WORKERS UNION, AFL-CIO",,WASHINGTON,DC
3140,AMERICAN ASSOCIATION FOR HEALTH FREEDOM,,Washington,DC
3151,AMERICAN PSYCHIATRIC ASSOCIATION,,Washington,DC
3162,AMERICAN PSYCHOLOGICAL ASSOCIATION,,WASHINGTON,DC
3173,AMERICAN PUBLIC HEALTH ASSOCIATION,,WASHINGTON,DC
3184,AMERICAN PUBLIC POWER ASSOCIATION,,Arlington,VA
3195,AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Trade Association,WASHINGTON,DC
3207,"THE AMERICAN RADIO RELAY LEAGUE, INC.",,NEWINGTON,CT
3218,"MUNICH REINSURANCE AMERICA, INC",,PRINCETON,NJ
3220,AMERICAN NATIONAL RED CROSS,,WASHINGTON,DC
3231,AMERICAN REHABILITATION ASSN,,WASHINGTON,DC
3242,AMERICAN RESORT DEVELOPMENT ASSN,Trade association representing vacation ownership and resort development industries,Washington,DC
3253,AMERICAN RETIREES ASSN,,ARLINGTON,VA
3264,AMERICAN RIVERS,River conservation and protection,WASHINGTON,DC
3275,ARTBA,Transportation Construction Trade Association,WASHINGTON,DC
3286,SCHOOL NUTRITION ASSOCIATION,,Arlington,VA
3297,AMERICAN SEED TRADE ASSOCIATION,American Seed Trade Association represents seed companies and related industries,ALEXANDRIA,VA
3300,AMERICAN SHIPBUILDING ASSOCIATION,,WASHINGTON,DC
3311,AMERICAN SHOOTING SPORTS COUNCIL,,WASHINGTON,DC
3322,AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION,Trade Association,WASHINGTON,DC
3333,AMERICAN ACADEMY OF SLEEP MEDICINE,"Promotes excellence in sleep medicine health care, education and research.",Darien,IL
3344,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY,,Rockville,MD
3355,AMERICAN SOCIETY FOR MICROBIOLOGY,,WASHINGTON,DC
3366,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,Animal welfare nonprofit organization,NEW YORK,NY
3377,AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT (ASTD),,ALEXANDRIA,VA
3388,AMERICAN SOCIETY OF ANESTHESIOLOGISTS,,Washington,DC
3390,AMERICAN SOCIETY OF ASSOCIATION EXECUTIVES,,WASHINGTON,DC
3402,AMERICAN SOCIETY OF CATARACT & REFRACTIVE SURGERY,,FAIRFAX,VA
3413,AMERICAN SOCIETY OF CIVIL ENGINEERS,,"Washington, DC",DC
3424,AMERICAN SOCIETY OF CLINICAL ONCOLOGY,,ALEXANDRIA,VA
3435,AMERICAN SOCIETY FOR CLINICAL PATHOLOGY,,WASHINGTON,DC
3446,AMERICAN SOCIETY OF CONSULTANT PHARMACISTS,healthcare,Alexandria,VA
3457,AMERICAN SOCIETY OF HEALTH-SYSTEM PHARMACISTS,,BETHESDA,MD
3468,AMERICAN SOCIETY OF INTERNAL MEDICINE,,WASHINGTON,DC
3470,ASME,,WASHINGTON,DC
3481,AMERICAN SOCIETY OF PENSION PROFESSIONALS & ACTUARIES,Organization of pension plan professionals supporting retirement policy,Arlington,VA
3492,AMERICAN SOCIETY OF PLANT BIOLOGISTS,,ROCKVILLE,MD
3504,"AMERICAN SOCIETY OF TRAVEL ADVISORS, INC.",trade association for travel agents and travel companies,Alexandria,VA
3515,AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION,,Rockville,MD
3526,AMERICAN SPORTFISHING ASSOCIATION,,ALEXANDRIA,VA
3537,"TRANE TECHNOLOGIES COMPANY LLC (FKA INGERSOLL RAND, TRANE, AMERICAN STANDARD)",,Washington,DC
3548,AMERICAN STOCK EXCHANGE,"Nation exchange for trading of equities, options and exchange traded funds",ALEXANDRIA,VA
